timestamp,P1,P2,P3,P4,P5,P6,Ax,Ay,Az,Gx,Gy,Gz,activity
107.82,49,21,0,1454,2145,415,0.1463,-0.1778,0.3479,-30.72,72.84,-35.37,Walking
107.84,31,12,29,969,1681,841,0.1447,-0.3109,0.5192,-27.5,64.59,-31.41,Walking
107.86,0,0,0,589,1121,1369,0.1114,-0.3318,0.5834,-27.78,23.55,-21.61,Walking
107.88,24,0,37,297,696,1724,0.026,-0.362,0.867,-32.71,2.54,-24.72,Walking
107.9,36,0,0,191,390,1847,-0.0718,-0.3391,1.0064,-28.66,1.94,-17.7,Walking
107.92,0,27,16,82,214,1617,-0.0756,-0.4912,1.1891,-29.7,-25.27,-14.47,Walking
107.94,11,17,0,1,96,1123,-0.1866,-0.342,1.4524,-29.46,-70.14,-3.19,Walking
107.96,0,14,32,52,38,668,-0.1207,-0.5459,1.562,-35.02,-60.53,-9.78,Walking
107.98,0,0,0,0,0,263,-0.1666,-0.5027,1.5577,-25.77,-85.47,-9.7,Walking
108.0,0,50,0,0,0,91,-0.0884,-0.5228,1.6208,-27.0,-104.01,4.16,Walking
108.02,0,0,0,0,0,41,-0.143,-0.6413,1.5909,-20.84,-140.58,8.16,Walking
108.04,3,6,32,21,0,0,-0.2684,-0.5566,1.5636,-22.23,-162.64,10.57,Walking
108.06,59,0,7,0,0,33,-0.1757,-0.4684,1.6809,-13.8,-148.51,18.26,Walking
108.08,24,0,0,42,34,49,-0.2047,-0.7497,1.5987,-24.16,-181.23,20.9,Walking
108.1,11,0,4,10,23,0,-0.3061,-0.6217,1.5263,-10.08,-176.25,32.98,Walking
108.12,22,16,0,16,5,24,-0.25,-0.4711,1.3973,-14.2,-175.74,28.38,Walking
108.14,3,0,0,0,1,0,-0.4219,-0.324,1.4225,-8.14,-172.74,38.84,Walking
108.16,3,0,4,0,0,37,-0.1501,-0.4961,1.0633,-1.28,-188.36,32.84,Walking
108.18,0,28,43,0,27,0,-0.2403,-0.3556,0.8738,4.25,-194.76,29.56,Walking
108.2,18,28,9,0,14,0,-0.2134,-0.4245,0.7418,14.89,-176.09,35.61,Walking
108.22,35,0,0,49,0,31,-0.2567,-0.2627,0.591,19.19,-173.23,38.7,Walking
108.24,29,12,1,0,41,27,-0.347,-0.3077,0.3876,21.96,-160.09,49.97,Walking
108.26,0,0,10,0,0,0,-0.2484,-0.0618,0.3196,18.47,-166.74,39.21,Walking
108.28,0,0,59,0,24,19,-0.2561,-0.0357,0.3821,26.82,-125.63,41.52,Walking
108.3,51,8,12,15,17,32,-0.2249,0.1615,0.3219,27.82,-123.29,39.22,Walking
108.32,30,0,19,71,0,29,-0.1489,0.1861,0.4094,36.22,-99.63,27.97,Walking
108.34,0,0,0,0,0,40,-0.0875,0.1139,0.3867,27.29,-89.51,41.11,Walking
108.36,37,50,33,0,0,13,0.0161,0.3259,0.6819,38.47,-68.49,45.38,Walking
108.38,39,49,23,0,25,0,-0.1102,0.3408,0.7005,26.1,-44.6,21.73,Walking
108.4,49,0,41,0,0,27,-0.0487,0.2778,0.7171,34.09,-22.01,13.28,Walking
108.42,0,7,9,14,15,0,0.023,0.5059,1.1138,27.25,-11.09,19.74,Walking
108.44,292,0,48,0,0,8,-0.0022,0.4866,1.1759,36.23,14.64,17.82,Walking
108.46,599,0,0,0,24,30,0.0917,0.445,1.2791,26.59,47.07,14.39,Walking
108.48,1160,0,0,32,0,10,0.073,0.6326,1.3955,34.34,74.18,6.49,Walking
108.5,1826,0,0,0,0,0,0.2038,0.5309,1.5666,32.71,84.6,-0.01,Walking
108.52,2185,14,6,0,0,0,0.1791,0.6143,1.7449,22.38,109.08,-0.56,Walking
108.54,2103,78,37,11,0,17,0.1671,0.6294,1.7096,16.11,115.51,-1.13,Walking
108.56,1647,172,69,0,0,0,0.3062,0.472,1.6098,25.47,107.61,-8.9,Walking
108.58,1018,371,142,3,0,26,0.2535,0.508,1.5874,15.18,156.63,-11.98,Walking
108.6,548,612,284,0,6,0,0.3337,0.3847,1.7017,8.2,157.36,-20.0,Walking
108.62,224,865,439,14,33,0,0.1822,0.5262,1.5266,8.39,182.04,-21.89,Walking
108.64,72,1010,661,15,0,15,0.3012,0.4409,1.3954,14.29,178.63,-22.36,Walking
108.66,8,1006,817,69,14,0,0.3166,0.465,1.0911,-2.38,172.61,-31.91,Walking
108.68,0,946,853,62,61,32,0.3961,0.478,1.07,4.01,183.29,-29.45,Walking
108.7,0,650,755,229,159,0,0.2397,0.3455,0.6922,0.39,161.68,-39.23,Walking
108.72,20,383,559,416,202,2,0.427,0.3609,0.7866,-2.67,161.61,-33.9,Walking
108.74,0,198,352,741,504,0,0.2048,0.1911,0.6988,-5.34,170.59,-38.28,Walking
108.76,16,64,191,1197,856,6,0.2233,0.0767,0.478,-9.35,147.02,-46.3,Walking
108.78,22,56,86,1605,1388,0,0.2733,0.1821,0.2755,-15.31,159.75,-42.06,Walking
108.8,0,21,18,1966,1838,1,0.364,0.1068,0.3406,-18.95,135.19,-42.05,Walking
108.82,0,0,13,2053,2291,42,0.3382,0.1297,0.3643,-24.39,123.04,-40.81,Walking
108.84,43,0,0,1937,2436,66,0.2527,-0.1288,0.3426,-34.45,113.64,-42.23,Walking
108.86,1,8,5,1637,2358,282,0.1272,-0.2445,0.4221,-22.75,85.85,-29.81,Walking
108.88,0,0,0,1195,1982,559,-0.0103,-0.1277,0.6173,-43.5,79.35,-28.66,Walking
108.9,0,0,0,810,1447,1003,0.1845,-0.2679,0.7011,-24.66,49.68,-24.89,Walking
108.92,11,15,0,469,942,1528,-0.0255,-0.3937,0.8112,-27.95,48.13,-16.66,Walking
108.94,0,0,30,271,556,1830,-0.0722,-0.3219,0.8314,-22.86,-10.52,-26.59,Walking
108.96,26,11,0,120,230,1786,-0.0198,-0.3393,1.0299,-29.34,-11.92,-13.55,Walking
108.98,0,0,9,39,128,1424,-0.1005,-0.606,1.1916,-32.05,-27.47,-19.03,Walking
109.0,0,0,0,26,59,960,-0.1635,-0.4333,1.3785,-25.63,-52.14,-4.47,Walking
109.02,62,28,3,0,0,448,-0.085,-0.484,1.4129,-30.27,-86.05,-10.29,Walking
109.04,0,21,1,0,0,205,-0.1216,-0.4625,1.5588,-32.18,-111.4,2.45,Walking
109.06,29,9,18,57,69,9,-0.1831,-0.656,1.6226,-26.48,-134.8,1.57,Walking
109.08,0,42,0,39,18,0,-0.1546,-0.4994,1.6465,-13.46,-131.91,14.08,Walking
109.1,4,0,19,26,20,0,-0.351,-0.6149,1.6751,-23.54,-139.84,6.22,Walking
109.12,5,16,4,1,14,22,-0.2528,-0.6518,1.5725,-11.85,-164.7,13.91,Walking
109.14,2,0,0,22,21,0,-0.1901,-0.4715,1.6833,-10.3,-158.77,28.34,Walking
109.16,92,31,41,24,1,0,-0.2179,-0.5572,1.2905,-6.87,-168.69,29.92,Walking
109.18,39,2,0,9,7,24,-0.2125,-0.4952,1.3442,7.79,-171.03,30.85,Walking
109.2,41,22,11,0,0,34,-0.3224,-0.2714,1.0027,6.29,-181.92,35.03,Walking
109.22,0,19,0,0,56,26,-0.3017,-0.3269,0.9779,-2.82,-184.83,42.17,Walking
109.24,0,12,0,47,0,0,-0.2391,-0.1598,0.6209,13.34,-151.54,41.25,Walking
109.26,0,0,5,16,34,2,-0.2445,-0.2913,0.5872,8.36,-175.47,47.89,Walking
109.28,0,35,0,16,0,1,-0.319,-0.3197,0.5168,11.95,-161.13,47.72,Walking
109.3,0,0,0,0,0,0,-0.2929,-0.1716,0.5287,16.57,-175.42,45.93,Walking
109.32,32,1,16,0,28,0,-0.2562,-0.2373,0.4069,20.51,-151.42,38.79,Walking
109.34,0,42,0,0,9,0,-0.2058,-0.0494,0.4512,17.27,-140.05,41.11,Walking
109.36,32,0,17,6,19,49,-0.2313,0.1136,0.4538,19.48,-116.07,44.04,Walking
109.38,10,11,45,25,0,0,-0.1307,0.0865,0.3714,39.12,-114.28,36.86,Walking
109.4,27,14,0,10,39,38,-0.0952,0.1964,0.4714,29.8,-83.6,34.58,Walking
109.42,16,0,0,0,20,0,-0.1942,0.3615,0.6975,27.28,-67.79,22.77,Walking
109.44,12,0,0,3,26,22,0.0123,0.2796,0.8604,35.8,-46.41,22.62,Walking
109.46,27,14,0,9,0,0,0.0133,0.4298,0.9144,38.81,-26.84,37.6,Walking
109.48,165,0,35,64,0,40,-0.0409,0.4859,1.1353,33.49,3.71,26.19,Walking
109.5,394,6,1,0,42,37,-0.0478,0.5006,1.1368,31.41,38.11,15.1,Walking
109.52,819,2,19,0,0,6,0.0043,0.3881,1.3807,38.41,55.69,10.94,Walking
109.54,1521,0,0,19,0,0,0.138,0.551,1.3753,35.88,62.16,4.45,Walking
109.56,2039,8,20,0,50,2,0.0547,0.5933,1.5113,27.49,90.5,1.14,Walking
109.58,2243,49,18,10,13,13,0.1824,0.5764,1.4771,33.17,103.0,-6.53,Walking
109.6,2014,102,20,0,34,0,0.1809,0.6311,1.6414,21.82,138.76,-7.98,Walking
109.62,1301,234,66,0,5,0,0.272,0.6129,1.6456,20.19,135.95,-11.05,Walking
109.64,793,420,185,0,0,23,0.1767,0.4413,1.6916,10.94,163.8,-24.9,Walking
109.66,379,651,370,0,0,38,0.2152,0.5965,1.5099,18.49,165.02,-20.89,Walking
109.68,134,944,536,0,0,4,0.324,0.5455,1.4341,10.23,177.36,-29.87,Walking
109.7,51,1083,780,16,0,0,0.2414,0.4652,1.4139,-3.46,184.83,-43.16,Walking
109.72,19,1005,868,86,46,0,0.1817,0.35,1.183,0.45,176.3,-19.15,Walking
109.74,10,850,804,189,72,12,0.249,0.3696,0.8231,-3.11,171.22,-37.69,Walking
109.76,0,576,661,318,163,1,0.2957,0.3914,0.7921,-3.71,163.52,-40.68,Walking
109.78,0,345,490,571,307,21,0.2763,0.3113,0.5245,-10.01,185.96,-33.56,Walking
109.8,0,166,259,948,615,1,0.2576,0.255,0.5704,-5.21,161.99,-44.13,Walking
109.82,0,32,162,1339,1127,11,0.3234,0.1536,0.4488,-17.71,162.47,-40.25,Walking
109.84,0,36,45,1722,1576,3,0.2359,0.0781,0.3831,-22.56,137.38,-40.92,Walking
109.86,0,16,8,1977,2110,32,0.1678,0.1287,0.2478,-22.81,140.66,-40.74,Walking
109.88,0,16,0,2030,2334,43,0.2619,-0.0672,0.2776,-23.9,113.76,-41.49,Walking
109.9,0,2,0,1809,2482,142,0.2087,-0.2017,0.3339,-37.01,102.0,-44.26,Walking
109.92,0,0,0,1469,2243,310,0.1069,-0.165,0.4504,-27.53,97.01,-38.44,Walking
109.94,2,27,0,1014,1807,718,0.0627,-0.2611,0.5943,-32.88,75.06,-32.94,Walking
109.96,3,0,0,623,1282,1250,0.0581,-0.3491,0.5303,-24.38,37.06,-29.16,Walking
109.98,20,6,0,432,802,1723,0.0481,-0.4151,0.8002,-34.28,25.22,-21.3,Walking
110.0,5,0,0,228,453,1861,0.0245,-0.5915,0.8529,-31.67,2.26,-22.76,Walking
110.02,0,0,0,63,187,1659,-0.0306,-0.4119,1.1325,-45.6,-3.84,-16.49,Walking
110.04,0,0,0,29,102,1281,-0.0862,-0.3905,1.2977,-25.93,-47.78,-7.37,Walking
110.06,35,9,0,0,0,679,-0.0819,-0.5503,1.2945,-29.04,-45.4,-0.21,Walking
110.08,0,13,0,0,37,352,-0.178,-0.5515,1.6662,-24.67,-90.94,5.52,Walking
110.1,0,0,0,0,7,160,-0.1252,-0.3971,1.6073,-27.16,-115.94,4.12,Walking
110.12,12,0,0,31,0,0,-0.0838,-0.4279,1.7491,-25.52,-114.94,6.22,Walking
110.14,3,16,5,39,0,0,-0.1875,-0.502,1.6333,-29.06,-133.13,16.9,Walking
110.16,40,0,44,0,0,18,-0.2021,-0.4774,1.75,-20.22,-143.9,16.12,Walking
110.18,23,16,15,0,62,0,-0.2224,-0.6626,1.6055,-10.42,-167.12,18.39,Walking
110.2,17,3,0,69,33,11,-0.2834,-0.6838,1.5004,-6.26,-175.45,22.19,Walking
110.22,15,40,20,77,11,0,-0.2859,-0.5322,1.3866,-21.7,-172.73,31.96,Walking
110.24,0,9,3,1,0,20,-0.3401,-0.4254,1.1894,-4.37,-199.95,33.95,Walking
110.26,65,22,1,18,0,0,-0.2283,-0.4507,1.2221,1.81,-185.71,38.68,Walking
110.28,70,0,0,8,6,15,-0.1965,-0.3884,0.8432,5.86,-186.65,30.09,Walking
110.3,36,27,0,54,32,11,-0.3002,-0.426,0.594,12.13,-172.32,34.2,Walking
110.32,34,27,0,21,53,0,-0.2835,-0.2498,0.6087,21.47,-170.59,46.77,Walking
110.34,0,39,0,0,0,0,-0.2939,-0.2124,0.4688,15.05,-159.95,43.01,Walking
110.36,0,25,7,0,32,0,-0.2253,-0.1211,0.3576,20.54,-156.56,36.59,Walking
110.38,23,6,3,25,0,10,-0.1346,-0.0413,0.2641,21.13,-121.72,38.04,Walking
110.4,49,0,0,0,0,15,-0.1802,0.0649,0.2869,23.59,-124.51,45.36,Walking
110.42,30,0,19,0,55,25,-0.1294,0.2057,0.2884,23.29,-110.73,36.9,Walking
110.44,30,39,18,0,0,11,-0.1258,0.0905,0.472,28.59,-97.78,38.65,Walking
110.46,33,17,0,0,0,0,-0.0371,0.376,0.62,29.1,-84.44,30.18,Walking
110.48,0,0,12,19,0,27,-0.0923,0.1584,0.6377,28.76,-50.53,26.13,Walking
110.5,0,0,0,39,26,0,-0.0992,0.3562,0.7804,35.7,-21.58,22.88,Walking
110.52,47,11,0,21,0,33,-0.0472,0.3991,1.0569,31.99,16.84,23.21,Walking
110.54,208,0,0,0,0,0,0.1155,0.4797,1.1654,36.78,17.73,17.16,Walking
110.56,460,6,0,41,24,0,-0.0311,0.5146,1.1961,37.91,43.42,10.4,Walking
110.58,1110,0,0,0,20,18,0.1151,0.4904,1.5008,39.01,56.56,11.48,Walking
110.6,1688,21,1,5,28,0,0.0574,0.5293,1.5921,32.74,68.23,-1.55,Walking
110.62,2218,31,0,0,3,0,0.1988,0.5882,1.6082,25.39,105.59,-0.95,Walking
110.64,2132,48,21,28,0,0,0.2001,0.6424,1.7243,22.06,122.11,-2.87,Walking
110.66,1797,126,71,2,0,54,0.118,0.6473,1.6204,22.95,119.21,-20.79,Walking
110.68,1158,294,127,49,0,27,0.1863,0.4835,1.6429,22.83,144.37,-21.56,Walking
110.7,573,475,279,11,8,8,0.3336,0.563,1.6516,20.48,160.29,-22.37,Walking
110.72,257,795,414,12,30,0,0.1509,0.5431,1.4215,16.24,172.28,-28.68,Walking
110.74,7,1002,647,0,14,0,0.2809,0.5285,1.3914,10.8,196.21,-20.83,Walking
110.76,48,1052,770,74,0,24,0.2335,0.5258,1.3354,3.45,187.98,-27.09,Walking
110.78,2,947,891,26,118,53,0.3719,0.3146,1.2351,-2.99,193.35,-46.37,Walking
110.8,0,716,757,230,100,0,0.3691,0.3588,0.8655,-1.22,200.31,-43.19,Walking
110.82,31,486,625,425,174,0,0.2119,0.2946,0.773,-6.38,180.31,-31.82,Walking
110.84,0,271,392,602,475,0,0.2974,0.2903,0.5707,-6.5,173.74,-42.5,Walking
110.86,21,105,181,1031,745,3,0.3838,0.106,0.5465,-20.25,165.07,-42.81,Walking
110.88,13,54,118,1477,1235,0,0.3784,0.1543,0.3894,-13.47,156.58,-38.43,Walking
110.9,26,20,66,1873,1739,0,0.219,0.1209,0.4349,-20.01,171.74,-42.67,Walking
110.92,61,15,27,2048,2179,27,0.1201,0.0723,0.3482,-20.9,114.94,-45.72,Walking
110.94,10,0,0,2033,2453,54,0.2927,-0.1251,0.478,-22.83,118.21,-43.41,Walking
110.96,0,6,0,1786,2397,238,0.1264,-0.2446,0.353,-30.9,84.66,-38.95,Walking
110.98,26,0,3,1322,2072,475,0.0348,-0.1412,0.5842,-27.52,91.01,-24.47,Walking
111.0,0,0,0,903,1592,888,0.0206,-0.274,0.5757,-30.53,72.58,-31.21,Walking
111.02,11,6,0,592,1141,1427,0.0647,-0.3793,0.7484,-36.06,33.53,-23.43,Walking
111.04,0,0,29,330,660,1804,0.0171,-0.3509,0.8294,-39.81,22.51,-25.88,Walking
111.06,57,8,0,81,343,1849,-0.0524,-0.4197,1.1092,-33.34,-4.6,-13.79,Walking
111.08,0,0,0,60,119,1534,-0.0426,-0.5453,1.2982,-35.54,-31.56,-16.57,Walking
111.1,34,0,0,26,103,1090,-0.1788,-0.4916,1.4296,-27.39,-47.64,-12.33,Walking
111.12,0,28,0,30,28,594,-0.1089,-0.6786,1.4362,-28.18,-75.15,-9.9,Walking
111.14,57,0,0,0,0,272,-0.1899,-0.6134,1.6257,-23.14,-83.75,10.75,Walking
111.16,4,7,0,0,19,3,-0.0294,-0.7021,1.4622,-21.91,-113.62,16.41,Walking
111.18,6,0,33,0,22,19,-0.2731,-0.724,1.7465,-16.22,-109.03,12.42,Walking
111.2,0,3,6,51,0,15,-0.3023,-0.6011,1.5008,-6.13,-157.87,16.43,Walking
111.22,0,1,0,0,14,0,-0.2598,-0.4028,1.5791,-26.17,-169.03,13.91,Walking
111.24,15,7,6,0,28,29,-0.3562,-0.4157,1.4564,-15.5,-158.21,27.79,Walking
111.26,5,33,42,18,15,0,-0.3452,-0.5692,1.432,-4.8,-180.57,27.26,Walking
111.28,51,47,43,42,0,66,-0.4083,-0.4479,1.4568,1.21,-184.15,29.48,Walking
111.3,20,35,0,42,6,25,-0.3526,-0.369,1.1686,1.07,-186.28,34.88,Walking
111.32,11,16,0,19,0,10,-0.2799,-0.4057,1.2241,-0.76,-206.62,43.36,Walking
111.34,11,0,38,29,0,0,-0.2996,-0.4141,0.7086,4.59,-182.96,45.31,Walking
111.36,60,34,5,0,25,9,-0.239,-0.1477,0.67,10.24,-150.35,33.74,Walking
111.38,4,5,0,15,33,0,-0.2493,-0.3338,0.5537,15.93,-159.04,45.6,Walking
111.4,18,0,9,25,0,31,-0.2629,-0.3086,0.381,14.14,-173.02,45.58,Walking
111.42,48,1,0,10,28,16,-0.1971,-0.0812,0.4476,15.73,-162.45,35.53,Walking
111.44,75,0,13,0,28,0,-0.3183,0.0496,0.2232,27.23,-149.12,42.95,Walking
111.46,47,0,8,23,0,31,-0.2081,0.1657,0.3142,24.73,-113.4,36.59,Walking
111.48,0,36,15,0,0,0,-0.2276,-0.0534,0.3964,36.42,-122.07,26.83,Walking
111.5,33,0,36,14,19,43,-0.1579,0.1944,0.4699,29.77,-83.34,36.73,Walking
111.52,0,0,20,0,25,0,-0.1059,0.2395,0.626,23.47,-48.07,29.87,Walking
111.54,0,2,3,0,54,0,-0.0055,0.2652,0.5169,34.86,-38.09,22.89,Walking
111.56,13,8,0,7,0,44,-0.0807,0.3445,0.8698,29.05,-9.99,28.67,Walking
111.58,99,0,0,0,0,48,0.0155,0.2589,1.0137,34.28,20.62,17.16,Walking
111.6,305,0,25,13,35,10,0.0962,0.4848,0.9854,27.66,19.27,24.07,Walking
111.62,722,0,23,0,0,0,0.1311,0.4461,1.2538,32.3,33.17,20.95,Walking
111.64,1302,4,19,9,40,0,0.1685,0.5417,1.281,22.59,57.07,14.53,Walking
111.66,1878,0,13,56,22,15,0.1341,0.6116,1.4619,19.62,96.15,3.57,Walking
111.68,2223,33,14,46,3,0,0.1817,0.6445,1.5118,28.74,100.78,1.16,Walking
111.7,2043,78,45,9,27,0,0.2167,0.5607,1.7536,16.3,121.95,5.81,Walking
111.72,1560,244,71,0,17,59,0.1122,0.5328,1.6703,16.39,159.99,-16.4,Walking
111.74,932,392,188,42,6,0,0.1558,0.7125,1.6779,16.08,154.53,-16.93,Walking
111.76,445,622,323,0,3,0,0.2892,0.3981,1.4517,10.81,169.15,-23.05,Walking
111.78,184,837,476,0,7,0,0.2346,0.4398,1.587,11.66,178.43,-27.87,Walking
111.8,24,1057,690,58,29,7,0.2025,0.6437,1.186,4.43,176.88,-24.39,Walking
111.82,91,1052,818,16,24,0,0.2499,0.5309,1.2472,6.4,178.01,-35.91,Walking
111.84,0,874,872,69,34,13,0.2414,0.4791,1.0394,-4.02,165.01,-34.5,Walking
111.86,0,642,767,228,100,0,0.36,0.2647,0.9211,-1.97,174.85,-37.5,Walking
111.88,0,399,507,481,273,0,0.2048,0.3683,0.6484,-8.43,183.54,-43.63,Walking
111.9,43,211,294,803,537,0,0.2754,0.2853,0.5667,-18.48,169.85,-40.69,Walking
111.92,19,84,171,1195,917,0,0.2731,0.2986,0.4978,-24.24,153.15,-42.64,Walking
111.94,0,24,101,1668,1457,0,0.3449,0.1617,0.1841,-15.86,161.14,-43.16,Walking
111.96,0,0,7,1966,1934,7,0.2927,0.0482,0.4577,-20.08,140.67,-39.83,Walking
111.98,10,25,54,2067,2303,22,0.2384,0.0738,0.3446,-25.21,123.15,-39.53,Walking
112.0,0,0,0,1892,2461,71,0.1363,-0.1121,0.3519,-17.07,106.05,-43.48,Walking
112.02,0,0,0,1555,2306,284,0.1841,-0.1688,0.3958,-23.75,93.66,-35.79,Walking
112.04,11,13,15,1209,1912,661,0.1595,-0.1984,0.4443,-27.43,91.37,-29.41,Walking
112.06,0,0,41,744,1448,1087,0.1575,-0.3288,0.4895,-24.05,42.95,-30.51,Walking
112.08,0,0,4,455,968,1589,0.0167,-0.3487,0.7253,-36.0,27.7,-28.49,Walking
112.1,38,35,0,281,505,1855,0.0558,-0.5768,1.0943,-39.62,24.56,-21.11,Walking
112.12,0,10,0,35,259,1767,0.0115,-0.4244,1.1928,-31.96,-9.37,-11.33,Walking
112.14,40,27,50,54,144,1355,-0.0924,-0.5977,1.2816,-30.21,-68.53,-17.85,Walking
112.16,16,44,0,0,109,851,-0.0649,-0.4155,1.4622,-28.22,-51.17,-10.82,Walking
112.18,25,25,0,27,11,440,-0.0726,-0.6002,1.6911,-34.33,-80.19,1.2,Walking
112.2,20,0,18,6,61,178,-0.0883,-0.4485,1.6398,-33.09,-80.12,-1.54,Walking
112.22,36,28,0,0,3,71,-0.2111,-0.4609,1.7024,-27.51,-120.96,11.31,Walking
112.24,24,0,32,1,15,0,-0.1569,-0.5488,1.6817,-30.13,-128.84,9.81,Walking
112.26,22,0,0,52,34,13,-0.3166,-0.7266,1.8151,-22.73,-168.87,21.68,Walking
112.28,0,0,0,0,8,0,-0.2073,-0.5377,1.6979,-21.84,-170.76,13.39,Walking
112.3,0,0,1,65,75,0,-0.3585,-0.5904,1.6858,-18.48,-173.74,22.0,Walking
112.32,30,5,0,1,0,25,-0.2044,-0.4883,1.3121,-13.14,-180.58,23.33,Walking
112.34,45,0,26,30,17,0,-0.1849,-0.4958,1.3101,2.6,-162.33,29.69,Walking
112.36,61,36,41,15,0,29,-0.2828,-0.3328,1.0395,4.25,-191.13,38.02,Walking
112.38,40,8,10,0,0,0,-0.0826,-0.4225,0.9658,3.44,-203.09,40.95,Walking
112.4,0,14,42,0,8,0,-0.2506,-0.3553,0.7588,12.17,-161.34,34.95,Walking
112.42,0,14,0,0,38,0,-0.2904,-0.2404,0.6441,10.8,-173.58,42.09,Walking
112.44,11,0,64,0,13,9,-0.3341,-0.2571,0.4324,3.12,-173.24,46.26,Walking
112.46,0,8,39,0,31,0,-0.209,-0.1236,0.4076,18.53,-146.75,49.08,Walking
112.48,0,0,16,0,15,0,-0.2536,0.1173,0.4107,17.22,-146.28,37.31,Walking
112.5,74,0,26,0,0,0,-0.1953,0.0158,0.2747,25.25,-136.11,50.96,Walking
112.52,18,7,0,18,39,3,-0.1299,0.1409,0.3119,17.1,-121.44,42.58,Walking
112.54,37,13,0,0,5,4,-0.124,0.1036,0.2511,28.52,-73.86,41.13,Walking
112.56,29,0,0,4,1,17,-0.2741,0.4044,0.6508,27.64,-68.26,33.03,Walking
112.58,34,0,7,8,21,0,-0.1658,0.1028,0.5211,33.93,-55.19,28.3,Walking
112.6,23,18,19,0,0,2,-0.0965,0.2807,0.7775,38.63,-28.33,26.32,Walking
112.62,37,32,9,0,0,19,-0.0779,0.1376,0.8875,25.99,-9.13,28.35,Walking
112.64,171,0,15,17,0,0,-0.0277,0.3549,1.1386,27.92,14.57,18.68,Walking
112.66,425,27,16,0,0,10,0.0847,0.4006,1.1681,27.22,47.79,16.95,Walking
112.68,881,0,19,0,18,0,0.0369,0.5224,1.4283,33.13,38.06,10.27,Walking
112.7,1512,19,0,4,15,23,0.0666,0.4703,1.3738,27.12,79.57,0.17,Walking
112.72,2039,11,5,24,2,8,0.1548,0.6376,1.7526,21.62,83.3,2.83,Walking
112.74,2205,48,0,0,33,0,0.162,0.5334,1.645,23.21,119.08,0.56,Walking
112.76,1915,142,43,0,24,0,0.1884,0.5573,1.7339,17.43,131.97,-9.45,Walking
112.78,1277,261,75,0,0,0,0.2384,0.662,1.6343,13.54,154.7,-14.57,Walking
112.8,663,486,188,0,0,0,0.1645,0.5847,1.588,23.27,165.31,-11.89,Walking
112.82,332,717,396,0,18,0,0.3629,0.4526,1.6206,12.95,163.11,-15.07,Walking
112.84,182,954,567,0,65,0,0.2669,0.6062,1.4804,18.88,175.17,-33.07,Walking
112.86,35,1055,763,37,11,0,0.3025,0.5159,1.2273,13.6,174.86,-25.06,Walking
112.88,0,982,842,41,25,12,0.2921,0.4181,1.0521,8.71,168.43,-43.78,Walking
112.9,0,795,795,146,13,0,0.1527,0.5224,0.9484,10.05,194.48,-37.02,Walking
112.92,0,583,675,348,113,30,0.1838,0.2967,0.8963,-11.75,165.35,-33.83,Walking
112.94,0,312,451,612,353,0,0.2835,0.2156,0.7503,-6.52,170.53,-38.13,Walking
112.96,0,187,289,969,662,0,0.204,0.3125,0.5443,-7.86,180.41,-51.69,Walking
112.98,3,50,162,1428,1113,0,0.1777,0.243,0.2768,-17.9,161.39,-34.85,Walking
113.0,0,51,84,1809,1594,22,0.428,0.2011,0.2447,-25.69,147.43,-46.4,Walking
113.02,21,31,60,2084,2068,4,0.1377,0.105,0.3933,-27.31,145.13,-48.5,Walking
113.04,0,0,0,2095,2402,50,0.2495,-0.0575,0.1095,-26.55,115.15,-40.31,Walking
113.06,0,0,19,1823,2453,157,0.1781,-0.1512,0.3797,-21.97,92.07,-42.85,Walking
113.08,7,24,17,1416,2221,380,0.2164,-0.3153,0.4838,-30.06,78.66,-31.19,Walking
113.1,16,8,2,998,1805,804,0.0498,-0.1832,0.4614,-39.93,72.89,-30.07,Walking
113.12,44,8,0,593,1215,1268,0.0983,-0.1982,0.663,-34.86,42.41,-32.01,Walking
113.14,1,0,0,334,741,1735,-0.0434,-0.3799,0.907,-29.94,23.35,-26.72,Walking
113.16,0,0,0,169,443,1864,-0.0925,-0.416,1.1268,-23.6,-12.85,-17.96,Walking
113.18,0,0,14,80,154,1631,-0.0661,-0.5689,1.1212,-28.48,-27.28,-14.87,Walking
113.2,53,0,2,32,84,1191,-0.0538,-0.7119,1.2297,-27.83,-41.42,-6.9,Walking
113.22,0,8,16,42,18,723,-0.0245,-0.4801,1.5652,-31.66,-75.41,-6.73,Walking
113.24,0,19,23,87,80,342,-0.219,-0.495,1.7283,-24.03,-78.06,0.89,Walking
113.26,0,9,0,0,0,145,-0.2265,-0.6788,1.5619,-29.04,-109.3,6.95,Walking
113.28,23,0,21,19,19,28,-0.1618,-0.565,1.7049,-21.28,-132.55,17.89,Walking
113.3,13,6,55,0,15,0,-0.1576,-0.6288,1.4706,-22.28,-135.02,12.39,Walking
113.32,33,4,25,22,0,17,-0.2131,-0.5895,1.603,-23.28,-157.77,18.32,Walking
113.34,25,13,47,40,31,23,-0.2158,-0.5295,1.634,-27.38,-171.4,28.98,Walking
113.36,50,2,23,26,0,4,-0.2844,-0.5528,1.4743,-5.98,-176.67,20.3,Walking
113.38,2,0,5,74,0,0,-0.2322,-0.4563,1.1776,-9.53,-168.82,31.36,Walking
113.4,23,0,10,41,35,0,-0.1866,-0.4153,1.2147,-10.22,-178.72,43.18,Walking
